Subject,Run_Rate,Smoothed_Target,Max_Capacity,Gap_Pct,Raw_Gap,Coverage_Pct,Needs_External_Levers,BTS_Total,Is_Adjusted,Adjusted_Months,Original_Model_Total,Apr_Original,May_Original,Jun_Original,Jul_Original,Aug_Original,Sep_Original,Oct_Original,Apr_Smoothed,May_Smoothed,Jun_Smoothed,Jul_Smoothed,Aug_Smoothed,Sep_Smoothed,Oct_Smoothed,Mar_Actual,Mar_Forecast,Total_Contracted,Utilized_30d,Util_Rate,Util_Rate_Current,Util_Rate_Trailing,Util_Trend,Util_Trend_Delta,Util_Recent_Contracted,Util_Recent_Utilized,Problem_Type,Category
High School Geography,11.0,1.0,13.0,-91.0,70.0,1100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,81.0,56.0,40.0,40.0,71.1,down,-31.1,5.0,2.0,On Track (Low Util),High School
High School Government,21.0,1.0,25.0,-95.0,140.0,2100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,366.0,271.0,60.0,60.0,74.6,down,-14.6,15.0,9.0,On Track,High School
Criminal Law,4.0,1.0,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,56.0,44.0,100.0,100.0,78.2,up,21.8,1.0,1.0,On Track,College
Kinesiology,3.0,1.0,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,62.0,52.0,50.0,50.0,85.0,down,-35.0,2.0,1.0,On Track,College
Nutrition,4.0,1.0,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,138.0,114.0,83.0,,82.6,,,0.0,0.0,On Track,College
Ethics,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,114.0,92.0,81.0,,80.7,,,0.0,0.0,On Track,College
Astrophysics,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,45.0,37.0,82.0,,82.2,,,0.0,0.0,On Track,Other
Autodesk Maya,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,11.0,7.0,64.0,,63.6,,,0.0,0.0,On Track,Arts & Music
High School Level American Literature,5.0,1.0,6.0,-80.0,28.0,500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,302.0,246.0,81.0,,81.5,,,0.0,0.0,On Track,High School
Relational Databases,21.0,1.0,25.0,-95.0,140.0,2100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,111.0,92.0,50.0,50.0,84.8,down,-34.8,6.0,3.0,On Track,College
C,7.0,1.0,8.0,-86.0,42.0,700,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,109.0,90.0,0.0,0.0,83.3,down,-83.3,1.0,0.0,On Track (Low Util),College
High School Accounting,22.0,1.0,26.0,-95.0,147.0,2200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,162.0,126.0,38.0,37.5,79.9,down,-42.4,8.0,3.0,On Track (Low Util),High School
College Geography,17.0,1.0,20.0,-94.0,112.0,1700,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,48.0,30.0,25.0,25.0,65.9,down,-40.9,4.0,1.0,On Track (Low Util),College
LSAT Argumentative Writing,1.0,1.0,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,86.0,66.0,100.0,100.0,76.2,up,23.8,2.0,2.0,On Track,Test Prep
ACT,56.0,3.0,67.0,-95.0,373.0,2063,False,19.0,True,['Apr'],5.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,14.0,0.0,0.0,0.0,1.0,2.0,2.0,12.0,13.0,558.0,476.0,57.0,57.1,86.4,down,-29.3,21.0,12.0,On Track,Test Prep
High School English,64.0,1.0,77.0,-98.0,441.0,6400,False,7.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1950.0,1381.0,40.0,39.8,72.6,down,-32.7,103.0,41.0,On Track (Low Util),High School
Calculus 1,61.0,0.0,73.0,-99.0,424.0,14233,False,3.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,1148.0,927.0,62.0,62.1,81.2,down,-19.2,29.0,18.0,On Track,Other
Conversational French,2.0,2.0,2.0,21.0,-3.0,82,True,17.0,True,['Apr'],10.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,7.0,2.0,0.0,0.0,3.0,4.0,3.0,3.0,2.0,179.0,138.0,25.0,25.0,78.3,down,-53.3,4.0,1.0,Possible Placement Issue,Language
Pre-Algebra,106.0,1.0,127.0,-99.0,732.0,7420,False,10.0,True,['Apr'],2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,4.0,2305.0,1857.0,59.0,58.9,81.3,down,-22.4,73.0,43.0,On Track,Middle School
Phonics,81.0,0.0,97.0,-99.0,564.0,18900,False,3.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2321.0,1756.0,45.0,45.0,76.8,down,-31.8,80.0,36.0,On Track (Low Util),Elementary
GRE,21.0,0.0,25.0,-99.0,145.0,7350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,125.0,115.0,0.0,0.0,92.7,down,-92.7,1.0,0.0,On Track (Low Util),Test Prep
College Statistics,9.0,1.0,11.0,-92.0,58.0,1260,False,5.0,True,['Apr'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,329.0,280.0,40.0,40.0,85.8,down,-45.8,5.0,2.0,On Track (Low Util),College
TEAS,1.0,0.0,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,48.0,76.0,,76.2,,,0.0,0.0,On Track,Test Prep
High School Writing,80.0,0.0,96.0,-99.0,557.0,18667,False,3.0,False,,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,1.0,1553.0,1089.0,34.0,34.5,73.0,down,-38.5,116.0,40.0,On Track (Low Util),High School
Grade 10 Math,10.0,1.0,12.0,-94.0,66.0,1750,False,4.0,True,['Apr'],3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,,1.0,775.0,652.0,38.0,37.5,84.6,down,-47.1,8.0,3.0,On Track (Low Util),High School
College Math,3.0,0.0,4.0,-86.0,18.0,700,False,3.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,690.0,592.0,50.0,50.0,86.0,down,-36.0,4.0,2.0,On Track,College
GMAT,4.0,1.0,5.0,-64.0,18.0,280,False,10.0,True,['Apr'],8.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,64.0,56.0,88.0,,87.5,,,0.0,0.0,On Track,Test Prep
High School Science,8.0,0.0,10.0,-95.0,53.0,1867,False,3.0,True,['Apr'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,,2.0,975.0,790.0,18.0,18.2,81.7,down,-63.6,11.0,2.0,On Track (Low Util),High School
GED,2.0,0.0,2.0,-93.0,13.0,1400,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,524.0,430.0,69.0,69.2,82.4,down,-13.2,13.0,9.0,On Track,Test Prep
DAT,2.0,1.0,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,8.0,100.0,100.0,87.5,up,12.5,1.0,1.0,On Track,Test Prep
AP Computer Science Principles,1.0,0.0,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,183.0,155.0,50.0,50.0,85.1,down,-35.1,2.0,1.0,On Track,AP
AP Human Geography,1.0,1.0,1.0,-29.0,2.0,140,False,5.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,107.0,80.0,50.0,50.0,75.7,down,-25.7,4.0,2.0,On Track,AP
AP Macroeconomics,1.0,0.0,1.0,-57.0,4.0,233,False,3.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,81.0,84.0,,84.4,,,0.0,0.0,On Track,AP
AP Microeconomics,1.0,0.0,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,108.0,87.0,50.0,50.0,81.7,down,-31.7,4.0,2.0,On Track,AP
Agricultural Science,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,57.0,48.0,84.0,,84.2,,,0.0,0.0,On Track,College
American Sign Language,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,46.0,32.0,20.0,20.0,75.6,down,-55.6,5.0,1.0,On Track (Low Util),Language
Applied Mathematics,1.0,0.0,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,286.0,242.0,0.0,0.0,85.2,down,-85.2,2.0,0.0,On Track (Low Util),College
Architecture,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,33.0,24.0,75.0,75.0,72.4,flat,2.6,4.0,3.0,On Track,Other
Artificial Intelligence (AI),1.0,0.0,1.0,-57.0,4.0,233,False,3.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,85.0,74.0,50.0,50.0,88.0,down,-38.0,2.0,1.0,On Track,College
Autodesk Fusion 360,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,18.0,0.0,0.0,85.7,down,-85.7,1.0,0.0,On Track (Low Util),Arts & Music
Blender,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,15.0,79.0,,78.9,,,0.0,0.0,On Track,Other
Business Calculus,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,105.0,80.0,0.0,0.0,76.9,down,-76.9,1.0,0.0,On Track (Low Util),College
Chess,1.0,0.0,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,98.0,82.0,0.0,0.0,84.5,down,-84.5,1.0,0.0,On Track (Low Util),Other
CogAT,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0,100.0,78.0,,78.1,,,0.0,0.0,On Track,Test Prep
College Algebra,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,619.0,528.0,50.0,50.0,85.6,down,-35.6,6.0,3.0,On Track,College
Competition Math,1.0,0.0,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,159.0,135.0,0.0,0.0,86.0,down,-86.0,2.0,0.0,On Track (Low Util),High School
Cost Accounting,1.0,0.0,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,57.0,81.0,,81.4,,,0.0,0.0,On Track,College
Digital Media,1.0,0.0,1.0,-57.0,4.0,233,False,3.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,,91.0,70.0,60.0,60.0,77.9,down,-17.9,5.0,3.0,On Track,Arts & Music
Electrical and Computer Engineering,1.0,0.0,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,67.0,58.0,100.0,100.0,86.4,up,13.6,1.0,1.0,On Track,College
Fluid Mechanics,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,71.0,60.0,0.0,0.0,87.0,down,-87.0,2.0,0.0,On Track (Low Util),College
General Chemistry 2,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,269.0,222.0,0.0,0.0,82.8,down,-82.8,1.0,0.0,On Track (Low Util),College
Genetics,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,98.0,82.0,60.0,60.0,84.9,down,-24.9,5.0,3.0,On Track,College
HESI - Health Education Systems Incorporated,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,On Track,Other
High School Reading,1.0,0.0,1.0,-57.0,4.0,233,False,3.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,,950.0,721.0,30.0,29.7,77.8,down,-48.0,37.0,11.0,On Track (Low Util),High School
IB Business & Management,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,59.0,53.0,67.0,66.7,91.1,down,-24.4,3.0,2.0,On Track,IB
IB Chemistry,1.0,0.0,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,110.0,87.0,79.0,,79.1,,,0.0,0.0,On Track,IB
IB Mathematics: Applications and Interpretation,1.0,0.0,1.0,-57.0,4.0,233,False,3.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122.0,103.0,84.0,,84.4,,,0.0,0.0,On Track,IB
IB Physics,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,96.0,78.0,81.0,,81.2,,,0.0,0.0,On Track,IB
IBEW - International Brotherhood of Electrical Workers,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,On Track,Other
Inorganic Chemistry,1.0,0.0,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,77.0,66.0,100.0,100.0,85.3,up,14.7,2.0,2.0,On Track,College
Kindergarten Readiness,1.0,1.0,1.0,-29.0,2.0,140,False,5.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,,,282.0,211.0,21.0,21.4,77.6,down,-56.2,14.0,3.0,On Track (Low Util),Elementary
Korean,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,50.0,41.0,33.0,33.3,85.1,down,-51.8,3.0,1.0,On Track (Low Util),Language
MCAT,1.0,0.0,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,130.0,107.0,80.0,80.0,82.4,flat,-2.4,5.0,4.0,On Track,Test Prep
Mac Basic Computer Skills,1.0,0.0,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,84.0,70.0,20.0,20.0,87.3,down,-67.3,5.0,1.0,On Track (Low Util),Technology
Microsoft Power BI,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,42.0,0.0,0.0,84.0,down,-84.0,2.0,0.0,On Track (Low Util),Technology
NCLEX-Registed Nurse,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,On Track,Professional/Cert
OAT,1.0,0.0,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,50.0,,50.0,,,0.0,0.0,On Track,Test Prep
Organic Chemistry 2,1.0,0.0,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,182.0,151.0,83.0,,83.0,,,0.0,0.0,On Track,College
Orton Gillingham Reading,1.0,1.0,1.0,-29.0,2.0,140,False,5.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,On Track,Other
Photography,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,35.0,67.0,,67.3,,,0.0,0.0,On Track,Arts & Music
Physical Science,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,238.0,200.0,100.0,100.0,84.0,up,16.0,1.0,1.0,On Track,High School
Physics 2,1.0,0.0,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,162.0,130.0,100.0,100.0,80.1,up,19.9,1.0,1.0,On Track,College
Public Speaking,1.0,1.0,1.0,29.0,-2.0,78,True,9.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,,,699.0,541.0,44.0,43.8,78.2,down,-34.4,16.0,7.0,Possible Placement Issue,College
Robotics,1.0,0.0,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,44.0,83.0,,83.0,,,0.0,0.0,On Track,Technology
SHSAT,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,152.0,124.0,79.0,78.9,82.0,flat,-3.0,19.0,15.0,On Track,Test Prep
SSAT- Upper Level,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,145.0,120.0,75.0,75.0,84.3,down,-9.3,24.0,18.0,On Track,Test Prep
Sketchup,1.0,0.0,1.0,-86.0,6.0,700,False,1.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,22.0,15.0,100.0,100.0,65.0,up,35.0,2.0,2.0,On Track,Arts & Music
Social Networking,1.0,0.0,1.0,-57.0,4.0,233,False,3.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,51.0,81.0,,81.0,,,0.0,0.0,On Track,Technology
Statics and Dynamics,1.0,0.0,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,76.0,63.0,83.0,,82.9,,,0.0,0.0,On Track,College
Viral Content Creation,1.0,0.0,1.0,-57.0,4.0,233,False,3.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,17.0,81.0,,81.0,,,0.0,0.0,On Track,Other
