Subject,Run_Rate,Smoothed_Target,Max_Capacity,Gap_Pct,Raw_Gap,Coverage_Pct,Needs_External_Levers,BTS_Total,Is_Adjusted,Adjusted_Months,Original_Model_Total,Apr_Original,May_Original,Jun_Original,Jul_Original,Aug_Original,Sep_Original,Oct_Original,Apr_Smoothed,May_Smoothed,Jun_Smoothed,Jul_Smoothed,Aug_Smoothed,Sep_Smoothed,Oct_Smoothed,Apr_ManualOverride,May_ManualOverride,Jun_ManualOverride,Jul_ManualOverride,Aug_ManualOverride,Sep_ManualOverride,Oct_ManualOverride,Mar_Actual,Mar_Forecast,Total_Contracted,Utilized_30d,Util_Rate,Util_Rate_Current,Util_Rate_Trailing,Util_Trend,Util_Trend_Delta,Util_Recent_Contracted,Util_Recent_Utilized,P90_NAT_Hours,Tutor_Hours_Util_Pct,Category,Tier,P90_Goal,Primary_Action,Stress_Flags,Problem_Type
Machine Learning,5.0,1,6.0,-80.0,28.0,500,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,89.0,77.0,50.0,50.0,88.2,down,-38.2,4.0,2.0,72.216662,,College,NICHE,72,Investigate — Wait Times,[],On Track — High Wait
AP Physics C: Electricity and Magnetism,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,110.0,96.0,0.0,0.0,87.3,down,-87.3,0.0,0.0,94.683327,,AP,NICHE,72,Investigate — Wait Times,['new_tutor_stuck'],On Track — High Wait
Philosophy,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,110.0,81.0,60.0,60.0,74.3,down,-14.3,5.0,3.0,6.2,,College,NICHE,72,On Track,[],On Track
Singing,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,88.0,70.0,0.0,0.0,79.5,down,-79.5,0.0,0.0,24.0,,Arts & Music,NICHE,72,On Track,['new_tutor_stuck'],On Track
GRE Quantitative,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,135.0,120.0,0.0,0.0,88.9,down,-88.9,0.0,0.0,1.424997,,Test Prep,NICHE,72,On Track,['new_tutor_stuck'],On Track
HESI,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,25.0,21.0,0.0,0.0,84.0,down,-84.0,0.0,0.0,65.569996,,Other,NICHE,72,On Track,['new_tutor_stuck'],On Track
CPA REG,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,33.0,30.0,0.0,0.0,90.9,down,-90.9,0.0,0.0,29.663332,,Professional/Cert,NICHE,72,On Track,['new_tutor_stuck'],On Track
Video Game Design,2.0,2,2.0,-21.0,3.0,127,False,11.0,False,,11.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,1.0,41.0,33.0,0.0,0.0,80.5,down,-80.5,0.0,0.0,47.596662,,Technology,LOW,60,On Track,['new_tutor_stuck'],On Track
High School Economics,6.0,2,7.0,-67.0,28.0,300,False,14.0,False,,14.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,,,,,,,,,1.0,275.0,220.0,57.0,57.1,80.6,down,-23.5,7.0,4.0,82.069998,,High School,LOW,60,Investigate — Wait Times,[],On Track — High Wait
SQL,6.0,1,7.0,-83.0,35.0,600,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,176.0,143.0,56.0,55.6,82.6,down,-27.1,9.0,5.0,40.03,,College,NICHE,72,On Track,[],On Track
MAP,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,24.0,18.0,0.0,0.0,75.0,down,-75.0,0.0,0.0,1.43333,,Test Prep,NICHE,72,On Track,['new_tutor_stuck'],On Track
Graphic Design,11.0,1,13.0,-91.0,70.0,1100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,4.0,3.0,124.0,88.0,38.0,37.5,73.3,down,-35.8,8.0,3.0,68.76666,,Arts & Music,NICHE,72,On Track,[],On Track
TOEFL,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,66.0,53.0,0.0,0.0,80.3,down,-80.3,0.0,0.0,3.35,,Other,NICHE,72,On Track,['new_tutor_stuck'],On Track
Contract Law,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,51.0,38.0,50.0,50.0,75.5,down,-25.5,2.0,1.0,3.503328,,College,NICHE,72,On Track,[],On Track
Animation,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,37.0,27.0,0.0,0.0,73.0,down,-73.0,0.0,0.0,31.664994,,Arts & Music,NICHE,72,On Track,['new_tutor_stuck'],On Track
Autodesk Fusion 360,1.0,1,1.0,43.0,-3.0,70,True,10.0,True,['Apr'],10.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,1.0,1.0,23.0,19.0,0.0,0.0,86.4,down,-86.4,1.0,0.0,288.506662,,Technology,LOW,60,Recruit More,"['new_tutor_stuck', 'critical_wait']",True Supply Problem
Finite Mathematics,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,142.0,120.0,100.0,100.0,84.4,up,15.6,1.0,1.0,39.149998,,College,NICHE,72,On Track,[],On Track
IB French,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,38.0,29.0,100.0,100.0,75.7,up,24.3,1.0,1.0,3.28,,IB,NICHE,72,On Track,[],On Track
Data Science,7.0,1,8.0,-86.0,42.0,700,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,120.0,97.0,50.0,50.0,83.0,down,-33.0,8.0,4.0,24.699996,,College,NICHE,72,On Track,[],On Track
Project Management/PMP,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,65.0,46.0,0.0,0.0,70.8,down,-70.8,0.0,0.0,24.81,,Professional/Cert,NICHE,72,On Track,['new_tutor_stuck'],On Track
Microsoft Word,11.0,1,13.0,-87.0,67.0,770,False,10.0,False,,10.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,1.0,307.0,237.0,50.0,50.0,77.6,down,-27.6,4.0,2.0,42.076662,,Technology,LOW,60,On Track,[],On Track
Sociology,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,183.0,150.0,100.0,100.0,81.9,up,18.1,1.0,1.0,49.91666,,College,NICHE,72,On Track,[],On Track
Neuroscience,6.0,1,7.0,-83.0,35.0,600,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,146.0,109.0,25.0,25.0,76.1,down,-51.1,4.0,1.0,115.01666,,College,NICHE,72,Investigate — Wait Times,"['new_tutor_stuck', 'high_wait']",On Track — High Wait
Algorithms,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,99.0,82.0,0.0,0.0,83.7,down,-83.7,1.0,0.0,24.0,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Civil Engineering,2.0,1,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,50.0,40.0,100.0,100.0,79.6,up,20.4,1.0,1.0,72.376663,,College,NICHE,72,Investigate — Wait Times,[],On Track — High Wait
Voice,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,79.0,62.0,0.0,0.0,78.5,down,-78.5,0.0,0.0,32.485,,Arts & Music,NICHE,72,On Track,['new_tutor_stuck'],On Track
R Programming,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,60.0,49.0,0.0,0.0,83.1,down,-83.1,1.0,0.0,,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Public Health,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,91.0,68.0,0.0,0.0,74.7,down,-74.7,0.0,0.0,36.13666,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Algebra Regents,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,127.0,101.0,0.0,0.0,79.5,down,-79.5,0.0,0.0,24.0,,Test Prep,NICHE,72,On Track,['new_tutor_stuck'],On Track
Biostatistics,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,109.0,90.0,0.0,0.0,83.3,down,-83.3,1.0,0.0,2.18333,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Web Development,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,95.0,81.0,100.0,100.0,85.1,up,14.9,1.0,1.0,52.88,,College,NICHE,72,On Track,[],On Track
Logic,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,81.0,61.0,0.0,0.0,75.3,down,-75.3,0.0,0.0,28.919994,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Physics 11,1.0,2,1.0,86.0,-6.0,54,True,13.0,False,,13.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,,,,,,,,,1.0,106.0,90.0,0.0,0.0,84.9,down,-84.9,0.0,0.0,53.039996,,Other,LOW,60,Recruit More,['new_tutor_stuck'],True Supply Problem
Web Design,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,108.0,89.0,100.0,100.0,82.2,up,17.8,1.0,1.0,,,College,NICHE,72,On Track,[],On Track
Molecular Biology,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,220.0,184.0,0.0,0.0,83.6,down,-83.6,0.0,0.0,,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Personal Finance,3.0,1,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,144.0,117.0,0.0,0.0,81.2,down,-81.2,0.0,0.0,99.58333,,College,NICHE,72,Investigate — Wait Times,['new_tutor_stuck'],On Track — High Wait
Chemical Engineering,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,43.0,38.0,0.0,0.0,88.4,down,-88.4,0.0,0.0,18.33333,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Photoshop,7.0,1,8.0,-86.0,42.0,700,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,102.0,75.0,50.0,50.0,74.5,down,-24.5,4.0,2.0,10.38333,,Arts & Music,NICHE,72,On Track,[],On Track
Fluid Mechanics,1.0,1,1.0,0.0,0.0,100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,71.0,60.0,0.0,0.0,87.0,down,-87.0,2.0,0.0,24.35833,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Minecraft,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,72.0,66.0,100.0,100.0,91.5,up,8.5,1.0,1.0,6.0,,Technology,NICHE,72,On Track,[],On Track
Econometrics,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,42.0,34.0,0.0,0.0,82.9,down,-82.9,1.0,0.0,1.96666,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
PSAT Mathematics,3.0,1,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,526.0,458.0,100.0,100.0,87.0,up,13.0,1.0,1.0,34.29833,,Test Prep,NICHE,72,On Track,[],On Track
ANCC - Family Nurse Practitioner Certification (FNP),1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,7.0,6.0,0.0,0.0,85.7,down,-85.7,0.0,0.0,0.08333,,Professional/Cert,NICHE,72,On Track,['new_tutor_stuck'],On Track
Enrichment,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,58.0,49.0,0.0,0.0,84.5,down,-84.5,0.0,0.0,50.68333,,Other,NICHE,72,On Track,['new_tutor_stuck'],On Track
MCAT Chemical and Physical Foundations of Biological Systems,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,76.0,64.0,75.0,75.0,84.7,down,-9.7,4.0,3.0,19.24,,Test Prep,NICHE,72,On Track,[],On Track
HTML,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,138.0,116.0,25.0,25.0,85.8,down,-60.8,4.0,1.0,,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Roblox,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,44.0,37.0,100.0,100.0,83.3,up,16.7,2.0,2.0,71.869994,,Technology,NICHE,72,On Track,[],On Track
Legal Writing,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,58.0,41.0,0.0,0.0,77.4,down,-77.4,5.0,0.0,23.026666,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
ARDMS - RDMS - Obstetrics and Gynecology (OB/GYN),1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,7.0,5.0,0.0,0.0,71.4,down,-71.4,0.0,0.0,0.3,,Professional/Cert,NICHE,72,On Track,['new_tutor_stuck'],On Track
College Political Science,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,94.0,71.0,33.0,33.3,76.9,down,-43.6,3.0,1.0,17.3,,College,NICHE,72,On Track,[],On Track
ACT Science,4.0,1,5.0,-75.0,21.0,400,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,2.0,326.0,279.0,100.0,100.0,85.5,up,14.5,2.0,2.0,55.789996,,Test Prep,NICHE,72,On Track,[],On Track
AP Research,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,132.0,106.0,0.0,0.0,83.5,down,-83.5,5.0,0.0,17.27666,,AP,NICHE,72,On Track,['new_tutor_stuck'],On Track
Microsoft Power BI,2.0,1,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,1.0,53.0,44.0,0.0,0.0,86.3,down,-86.3,2.0,0.0,85.833331,,Technology,NICHE,72,Investigate — Wait Times,['new_tutor_stuck'],On Track — High Wait
LSAT Logical Reasoning,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,98.0,77.0,75.0,75.0,78.7,down,-3.7,4.0,3.0,6.03166,,Test Prep,NICHE,72,On Track,[],On Track
C#,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,62.0,55.0,0.0,0.0,88.7,down,-88.7,0.0,0.0,,,Other,NICHE,72,On Track,['new_tutor_stuck'],On Track
Aerospace Engineering,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,40.0,32.0,0.0,0.0,82.1,down,-82.1,1.0,0.0,40.71166,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Astronomy,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,45.0,38.0,0.0,0.0,88.4,down,-88.4,2.0,0.0,106.58333,,Other,NICHE,72,Investigate — Wait Times,['new_tutor_stuck'],On Track — High Wait
MATLAB,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,77.0,56.0,0.0,0.0,72.7,down,-72.7,0.0,0.0,38.686666,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Photography,2.0,1,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,1.0,56.0,39.0,0.0,0.0,69.6,down,-69.6,0.0,0.0,1.05,,Arts & Music,NICHE,72,On Track,['new_tutor_stuck'],On Track
Hebrew,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,17.0,11.0,0.0,0.0,64.7,down,-64.7,0.0,0.0,67.593328,,Language,NICHE,72,On Track,['new_tutor_stuck'],On Track
Electronics,1.0,1,1.0,43.0,-3.0,70,True,10.0,False,,10.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,0.0,1.0,42.0,36.0,0.0,0.0,85.7,down,-85.7,0.0,0.0,10.101666,,Other,LOW,60,Recruit More,['new_tutor_stuck'],True Supply Problem
Inorganic Chemistry,2.0,1,2.0,-43.0,6.0,175,False,8.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,1.0,1.0,78.0,66.0,100.0,100.0,84.2,up,15.8,2.0,2.0,23.33333,,College,NICHE,72,On Track,[],On Track
Architecture,2.0,1,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,33.0,25.0,75.0,75.0,75.9,flat,-0.9,4.0,3.0,39.06666,,Other,NICHE,72,On Track,[],On Track
CPCE,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,10.0,9.0,0.0,0.0,90.0,down,-90.0,0.0,0.0,54.31666,,Other,NICHE,72,On Track,['new_tutor_stuck'],On Track
Civil Procedure,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,28.0,20.0,100.0,100.0,70.4,up,29.6,1.0,1.0,21.87833,,College,NICHE,72,On Track,[],On Track
Painting,6.0,1,7.0,-83.0,35.0,600,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,134.0,98.0,44.0,44.4,75.2,down,-30.8,9.0,4.0,,,Arts & Music,NICHE,72,On Track,[],On Track
Managerial Economics,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,44.0,37.0,0.0,0.0,86.0,down,-86.0,1.0,0.0,13.55,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Tagalog,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,22.0,14.0,0.0,0.0,63.6,down,-63.6,0.0,0.0,15.16666,,Other,NICHE,72,On Track,['new_tutor_stuck'],On Track
German 2,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,48.0,37.0,0.0,0.0,77.1,down,-77.1,0.0,0.0,0.78333,,Language,NICHE,72,On Track,['new_tutor_stuck'],On Track
Linux,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,64.0,48.0,0.0,0.0,76.2,down,-76.2,1.0,0.0,4.071663,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Expository Writing,18.0,1,22.0,-94.0,119.0,1800,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,419.0,323.0,42.0,41.7,78.1,down,-36.5,12.0,5.0,15.679996,,College,NICHE,72,On Track,[],On Track
Information Technology,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,87.0,66.0,0.0,0.0,75.9,down,-75.9,0.0,0.0,65.1,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Computer Animation,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,33.0,28.0,0.0,0.0,84.8,down,-84.8,0.0,0.0,70.656664,,Other,NICHE,72,On Track,['new_tutor_stuck'],On Track
Software,2.0,2,2.0,7.0,-1.0,93,False,15.0,False,,15.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,,,,,,,,1.0,1.0,74.0,67.0,50.0,50.0,91.7,down,-41.7,2.0,1.0,93.05,,College,LOW,60,Investigate — Wait Times,['high_wait'],On Track — High Wait
Software Engineering,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,84.0,73.0,0.0,0.0,86.9,down,-86.9,0.0,0.0,20.036664,,Other,NICHE,72,On Track,['new_tutor_stuck'],On Track
