Subject,Run_Rate,Smoothed_Target,Max_Capacity,Gap_Pct,Raw_Gap,Coverage_Pct,Needs_External_Levers,BTS_Total,Is_Adjusted,Adjusted_Months,Original_Model_Total,Apr_Original,May_Original,Jun_Original,Jul_Original,Aug_Original,Sep_Original,Oct_Original,Apr_Smoothed,May_Smoothed,Jun_Smoothed,Jul_Smoothed,Aug_Smoothed,Sep_Smoothed,Oct_Smoothed,Apr_ManualOverride,May_ManualOverride,Jun_ManualOverride,Jul_ManualOverride,Aug_ManualOverride,Sep_ManualOverride,Oct_ManualOverride,Mar_Actual,Mar_Forecast,Total_Contracted,Utilized_30d,Util_Rate,Util_Rate_Current,Util_Rate_Trailing,Util_Trend,Util_Trend_Delta,Util_Recent_Contracted,Util_Recent_Utilized,Auto_Assignable,Opps_Responded,Assigns,P25_NAT_Hours,Median_NAT_Hours,P75_NAT_Hours,P90_NAT_Hours,Tutor_Hours_Util_Pct,Category,Tier,P90_Goal,Median_Goal,Tail_Ratio,IQR_Hours,Wait_State,Primary_Action,Stress_Flags,Problem_Type
Structural Engineering,1.0,2,1.0,129.0,-9.0,44,True,16.0,False,,16.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,,,,,,,,0.0,1.0,23.0,18.0,0.0,0.0,81.8,down,-81.8,1.0,0.0,1.0,0.0,0.0,,,,2.364997,42.19839765929778,College,LOW,60,12,,,Unknown,Investigate — Capacity Available,"['idle_pool', 'new_tutor_stuck']",Under-Used
Rhino,1.0,1,1.0,43.0,-3.0,70,True,10.0,False,,10.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,1.0,21.0,17.0,67.0,66.7,83.3,down,-16.7,3.0,2.0,,,,,,,1.85,26.08389628378378,Technology,LOW,60,12,,,Unknown,Investigate — Capacity Available,['idle_pool'],Under-Used
College Level American History,2.0,3,2.0,43.0,-6.0,70,True,20.0,False,,20.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,,,,,,,,,1.0,91.0,70.0,0.0,0.0,76.9,down,-76.9,0.0,0.0,,,,,,,21.658333,51.17774033665835,College,LOW,60,12,,,Unknown,Investigate — Capacity Available,['new_tutor_stuck'],Under-Used
Clinical Psychology,3.0,2,4.0,-24.0,5.0,131,False,16.0,False,,16.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,,,,,,,,,1.0,78.0,59.0,0.0,0.0,75.6,down,-75.6,0.0,0.0,,,,,,,113.76666,42.86256876668446,College,LOW,60,12,,,Unknown,Investigate — Wait Times,"['idle_pool', 'new_tutor_stuck', 'high_wait']",On Track — High Wait
Conversational Spanish,18.0,10,22.0,-45.0,57.0,183,False,69.0,True,['Apr'],47.0,1.0,0.0,2.0,5.0,10.0,14.0,15.0,23.0,5.0,2.0,5.0,9.0,13.0,14.0,23.0,,,,,,,16.0,5.0,527.0,390.0,32.0,32.0,76.1,down,-44.1,25.0,8.0,2.0,7.0,3.0,,,,24.0,44.03781541290831,Language,MEDIUM,48,12,,,Unknown,On Track,['idle_pool'],On Track
NCLEX,7.0,1,8.0,-98.0,48.0,4900,False,1.0,True,['Apr'],1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,2.0,87.0,59.0,80.0,80.0,67.1,up,12.9,5.0,4.0,0.0,0.0,0.0,,,,23.503327,43.42942735516372,Professional/Cert,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Japanese,1.0,3,1.0,171.0,-12.0,37,True,19.0,False,,19.0,1.0,1.0,2.0,2.0,3.0,5.0,5.0,1.0,1.0,3.0,1.0,4.0,5.0,4.0,,,,,,,,1.0,2.0,68.0,47.0,0.0,0.0,71.2,down,-71.2,2.0,0.0,1.0,0.0,0.0,,,,5.776664,43.181644426494344,Language,LOW,60,12,,,Unknown,Investigate — Capacity Available,"['idle_pool', 'new_tutor_stuck']",Under-Used
Orton Gillingham,4.0,1,5.0,-82.0,23.0,560,False,5.0,True,['Apr'],1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,2.0,154.0,118.0,40.0,40.0,77.9,down,-37.9,5.0,2.0,1.0,0.0,0.0,,,,26.93333,50.87406231045492,Other,NICHE,72,12,,,Unknown,On Track,[],On Track
Middle School Writing,99.0,1,119.0,-100.0,690.0,23100,False,3.0,True,['Apr'],1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,3.0,1881.0,1329.0,40.0,40.3,72.9,down,-32.6,129.0,52.0,18.0,198.0,33.0,,,,24.939996,42.72912783620953,Middle School,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
College Physics,9.0,3,11.0,-70.0,44.0,332,False,19.0,True,['Apr'],13.0,1.0,1.0,0.0,0.0,2.0,4.0,5.0,7.0,1.0,0.0,0.0,2.0,4.0,5.0,7.0,,,,,,,5.0,1.0,456.0,374.0,67.0,66.7,82.2,down,-15.6,6.0,4.0,1.0,0.0,0.0,,,,36.98333,44.93265864842454,College,LOW,60,12,,,Unknown,On Track,['idle_pool'],On Track
College Algebra,6.0,2,7.0,-64.0,27.0,280,False,15.0,True,['Apr'],15.0,1.0,0.0,0.0,0.0,2.0,5.0,7.0,1.0,0.0,0.0,0.0,4.0,6.0,4.0,1.0,,,,,,,3.0,5.0,623.0,529.0,50.0,50.0,85.3,down,-35.3,6.0,3.0,0.0,55.0,5.0,,,,39.546666,46.26784331450094,College,LOW,60,12,,,Unknown,On Track,['idle_pool'],On Track
PSAT,9.0,1,11.0,-89.0,56.0,900,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,621.0,532.0,83.0,82.8,85.8,down,-3.1,29.0,24.0,4.0,54.0,22.0,,,,24.0,51.40767190318763,Test Prep,NICHE,72,12,,,Unknown,On Track,[],On Track
Financial Accounting,8.0,2,10.0,-71.0,40.0,350,False,16.0,True,['Apr'],13.0,1.0,1.0,0.0,0.0,2.0,4.0,5.0,4.0,1.0,0.0,0.0,2.0,4.0,5.0,4.0,,,,,,,4.0,4.0,207.0,162.0,30.0,30.0,80.7,down,-50.7,10.0,3.0,1.0,1.0,0.0,,,,24.0,47.82224770044269,College,LOW,60,12,,,Unknown,On Track,['idle_pool'],On Track
Mandarin Chinese 1,3.0,1,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,96.0,67.0,67.0,66.7,69.9,down,-3.2,3.0,2.0,,,,,,,13.399996,47.18412793087342,Language,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Drawing,16.0,1,19.0,-94.0,105.0,1600,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,219.0,143.0,29.0,29.4,68.3,down,-38.9,17.0,5.0,3.0,4.0,3.0,,,,15.6,39.4391062736047,Arts & Music,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
SAT Writing and Language,9.0,1,11.0,-89.0,56.0,900,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,10.0,2.0,481.0,407.0,85.0,85.0,84.6,flat,0.4,20.0,17.0,2.0,22.0,10.0,,,,26.763333,46.963203359194786,Test Prep,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
French 1,10.0,1,12.0,-90.0,63.0,1000,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,182.0,129.0,12.0,12.5,73.6,down,-61.1,8.0,1.0,1.0,0.0,0.0,,,,24.299994,44.08831448026202,Language,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
ARRT - Radiography,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,15.0,11.0,0.0,0.0,78.6,down,-78.6,1.0,0.0,,,,,,,68.45,39.835706937799046,Professional/Cert,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
NCLEX-RN,5.0,1,6.0,-80.0,28.0,500,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,4.0,1.0,78.0,51.0,50.0,50.0,66.7,down,-16.7,6.0,3.0,2.0,0.0,0.0,,,,26.16666,43.390539938650306,Professional/Cert,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Conversational German,2.0,3,2.0,50.0,-7.0,67,True,21.0,False,,21.0,1.0,1.0,2.0,3.0,4.0,5.0,5.0,1.0,2.0,2.0,2.0,4.0,6.0,4.0,,,,,,,,0.0,2.0,53.0,37.0,0.0,0.0,69.8,down,-69.8,0.0,0.0,,,,,,,5.93333,43.22369413680781,Language,LOW,60,12,,,Unknown,Investigate — Capacity Available,"['idle_pool', 'new_tutor_stuck']",Under-Used
NPTE,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,2.0,1.0,15.0,12.0,50.0,50.0,84.6,down,-34.6,2.0,1.0,,,,,,,22.6,50.728653448275864,Professional/Cert,NICHE,72,12,,,Unknown,On Track,[],On Track
Java,10.0,1,12.0,-89.0,62.0,875,False,8.0,True,['Apr'],8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,1.0,285.0,237.0,45.0,45.5,84.7,down,-39.2,11.0,5.0,1.0,0.0,0.0,,,,12.896664,41.82578796423659,College,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Basic Computer Literacy,18.0,3,22.0,-83.0,104.0,573,False,22.0,True,['Apr'],13.0,1.0,0.0,0.0,0.0,1.0,5.0,6.0,10.0,0.0,0.0,0.0,1.0,5.0,6.0,10.0,,,,,,,,3.0,316.0,243.0,10.0,10.0,79.1,down,-69.1,10.0,1.0,2.0,6.0,4.0,,,,24.758331,42.35122575335192,Technology,LOW,60,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Organic Chemistry 2,3.0,1,4.0,-62.0,13.0,262,False,8.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,0.0,1.0,186.0,154.0,0.0,0.0,82.8,down,-82.8,0.0,0.0,0.0,17.0,6.0,,,,25.976662,43.98303919446949,College,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Computer Programming,15.0,1,18.0,-93.0,98.0,1500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,424.0,328.0,35.0,34.8,79.8,down,-45.0,23.0,8.0,1.0,1.0,0.0,,,,25.736666,43.56706461041794,College,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Creative Writing,81.0,1,97.0,-99.0,560.0,8100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,998.0,712.0,35.0,34.7,73.2,down,-38.5,49.0,17.0,7.0,22.0,4.0,,,,26.63333,41.443879839053835,College,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
College Computer Science,11.0,2,13.0,-86.0,66.0,700,False,11.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,,,,,,6.0,6.0,283.0,217.0,30.0,30.0,78.4,down,-48.4,10.0,3.0,2.0,0.0,0.0,,,,61.698331,41.212711936758886,College,LOW,60,12,,,Unknown,Investigate — Wait Times,['idle_pool'],On Track — High Wait
Electrical Engineering,2.0,1,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,2.0,74.0,63.0,75.0,75.0,85.7,down,-10.7,4.0,3.0,1.0,0.0,0.0,,,,20.58333,46.67201325278097,College,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Portuguese,1.0,1,1.0,29.0,-2.0,78,True,9.0,False,,9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,1.0,1.0,49.0,34.0,0.0,0.0,72.3,down,-72.3,2.0,0.0,0.0,8.0,0.0,,,,17.9,41.83312557127312,Language,NICHE,72,12,,,Unknown,Investigate — Capacity Available,"['idle_pool', 'new_tutor_stuck']",Under-Used
General Chemistry 2,4.0,1,5.0,-68.0,19.0,311,False,9.0,True,['Apr'],9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,0.0,2.0,277.0,229.0,0.0,0.0,83.3,down,-83.3,2.0,0.0,0.0,34.0,8.0,,,,28.81666,46.49564447884417,College,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Differential Equations,5.0,2,6.0,-69.0,24.0,318,False,11.0,True,['Apr'],11.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,,,,,,,1.0,2.0,199.0,164.0,100.0,100.0,82.3,up,17.7,1.0,1.0,0.0,1.0,1.0,,,,24.0,48.64216957025591,College,LOW,60,12,,,Unknown,On Track,['idle_pool'],On Track
Spanish 4,12.0,1,14.0,-92.0,77.0,1200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,503.0,396.0,25.0,25.0,79.2,down,-54.2,4.0,1.0,0.0,7.0,3.0,,,,9.741665,43.790702707144916,Language,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
OTR,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,12.0,6.0,0.0,0.0,54.5,down,-54.5,1.0,0.0,,,,,,,9.44,46.775202207505515,Professional/Cert,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
High School Level American History,11.0,1,13.0,-91.0,70.0,1100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,329.0,238.0,37.0,36.8,74.5,down,-37.7,19.0,7.0,2.0,4.0,3.0,,,,9.906666,47.21760880064179,High School,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
American Sign Language,2.0,1,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,1.0,50.0,34.0,17.0,16.7,75.0,down,-58.3,6.0,1.0,2.0,0.0,0.0,,,,32.974995,40.71255930397727,Language,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Grade 11 Physics,3.0,1,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,209.0,170.0,0.0,0.0,81.3,down,-81.3,0.0,0.0,0.0,7.0,1.0,,,,21.8,43.821098664368805,High School,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Latin 1,2.0,1,2.0,-57.0,8.0,233,False,6.0,False,,6.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,,,,,,,,1.0,1.0,53.0,42.0,100.0,100.0,78.0,up,22.0,3.0,3.0,1.0,2.0,2.0,,,,16.789996,38.513052600818234,Language,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
CPA FAR,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,44.0,38.0,0.0,0.0,86.4,down,-86.4,0.0,0.0,0.0,1.0,0.0,,,,0.635,39.44300132939438,Professional/Cert,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
ACT Reading,5.0,2,6.0,-66.0,23.0,292,False,12.0,True,['Apr'],12.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,4.0,3.0,345.0,296.0,75.0,75.0,86.1,down,-11.1,8.0,6.0,1.0,8.0,3.0,,,,71.18333,48.39415043907508,Test Prep,LOW,60,12,,,Unknown,Investigate — Wait Times,['idle_pool'],On Track — High Wait
Math 3,2.0,1,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,1.0,344.0,281.0,0.0,0.0,81.7,down,-81.7,0.0,0.0,,,,,,,54.043329,48.388547546531306,High School,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
CogAT,1.0,2,1.0,57.0,-4.0,64,True,11.0,True,['Apr'],11.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,0.0,1.0,127.0,101.0,0.0,0.0,79.5,down,-79.5,0.0,0.0,,,,,,,4.598327,56.56522139834777,Test Prep,LOW,60,12,,,Unknown,Investigate — Capacity Available,['new_tutor_stuck'],Under-Used
Middle School Social Studies,33.0,1,40.0,-100.0,230.0,23100,False,1.0,False,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,4.0,890.0,673.0,39.0,39.1,77.6,down,-38.5,46.0,18.0,6.0,1.0,0.0,,,,25.589994,45.62003736905479,Middle School,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
ACT English,4.0,3,5.0,-36.0,10.0,156,False,18.0,True,['Apr'],17.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,,,,,,,2.0,2.0,414.0,354.0,67.0,66.7,85.9,down,-19.3,9.0,6.0,1.0,16.0,3.0,,,,24.0,47.94207748794722,Test Prep,LOW,60,12,,,Unknown,On Track,['idle_pool'],On Track
VTNE,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,5.0,5.0,0.0,0.0,100.0,down,-100.0,0.0,0.0,,,,,,,8.143331,62.61160714285714,Professional/Cert,NICHE,72,12,,,Unknown,On Track,['new_tutor_stuck'],On Track
French Immersion,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,51.0,36.0,0.0,0.0,70.6,down,-70.6,0.0,0.0,,,,,,,0.11666,36.55343407473309,Language,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
AP Psychology,9.0,1,11.0,-89.0,56.0,900,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,200.0,157.0,33.0,33.3,80.6,down,-47.3,9.0,3.0,2.0,109.0,16.0,,,,13.88333,36.921236585365854,AP,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
NCLEX-PN,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,28.0,19.0,50.0,50.0,69.2,down,-19.2,2.0,1.0,0.0,0.0,0.0,,,,0.95,50.81198020378457,Professional/Cert,NICHE,72,12,,,Unknown,On Track,[],On Track
Earth Science,16.0,1,19.0,-94.0,105.0,1600,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,293.0,208.0,25.0,25.0,72.3,down,-47.3,8.0,2.0,1.0,13.0,4.0,,,,29.11,47.34708352836176,High School,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Mandarin Chinese 2,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,81.0,53.0,33.0,33.3,66.7,down,-33.3,3.0,1.0,,,,,,,1.474998,48.8228626644039,Language,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Microbiology,7.0,1,8.0,-86.0,42.0,700,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,289.0,239.0,60.0,60.0,83.1,down,-23.1,5.0,3.0,2.0,47.0,32.0,,,,24.186664,42.317591266447366,College,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Chemistry 2,3.0,2,4.0,-43.0,9.0,175,False,12.0,False,,12.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,,,,,,,,0.0,1.0,242.0,200.0,0.0,0.0,83.3,down,-83.3,2.0,0.0,0.0,34.0,8.0,,,,18.46,48.33041696858519,College,LOW,60,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
COTA,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,5.0,3.0,0.0,0.0,60.0,down,-60.0,0.0,0.0,,,,,,,5.04,64.41789215686275,Other,NICHE,72,12,,,Unknown,On Track,['new_tutor_stuck'],On Track
CPA AUD,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,39.0,36.0,0.0,0.0,92.3,down,-92.3,0.0,0.0,0.0,1.0,0.0,,,,1.249995,48.5385984,Professional/Cert,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Functions,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,155.0,139.0,0.0,0.0,90.3,down,-90.3,1.0,0.0,0.0,0.0,0.0,,,,37.923329,48.60032454832234,High School,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
CFA - Level 1,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,19.0,16.0,0.0,0.0,88.9,down,-88.9,1.0,0.0,,,,,,,3.57,42.18369781021898,Professional/Cert,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
CompTIA Security+,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,26.0,16.0,0.0,0.0,64.0,down,-64.0,1.0,0.0,,,,,,,,29.59599756838905,Professional/Cert,NICHE,72,12,,,Unknown,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Thermodynamics,3.0,1,4.0,-67.0,14.0,300,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,1.0,130.0,113.0,0.0,0.0,86.9,down,-86.9,0.0,0.0,,,,,,,26.65666,40.00220875961217,College,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
FAA,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,17.0,8.0,0.0,0.0,47.1,down,-47.1,0.0,0.0,,,,,,,48.08333,44.06484437299035,Other,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Music Theory,10.0,1,12.0,-90.0,63.0,1000,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,201.0,130.0,0.0,0.0,66.7,down,-66.7,6.0,0.0,2.0,0.0,0.0,,,,24.01666,37.328065831640714,Arts & Music,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Business Statistics,2.0,1,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,143.0,120.0,50.0,50.0,84.9,down,-34.9,4.0,2.0,0.0,140.0,23.0,,,,29.446662,49.84320436346575,College,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Physical Chemistry,2.0,2,2.0,-21.0,3.0,127,False,11.0,True,['Apr'],11.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,,,,,,,0.0,1.0,81.0,70.0,0.0,0.0,86.4,down,-86.4,0.0,0.0,,,,,,,52.57,45.73519424576894,College,LOW,60,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
