Subject,Run_Rate,Smoothed_Target,Max_Capacity,Gap_Pct,Raw_Gap,Coverage_Pct,Needs_External_Levers,BTS_Total,Is_Adjusted,Adjusted_Months,Original_Model_Total,Apr_Original,May_Original,Jun_Original,Jul_Original,Aug_Original,Sep_Original,Oct_Original,Apr_Smoothed,May_Smoothed,Jun_Smoothed,Jul_Smoothed,Aug_Smoothed,Sep_Smoothed,Oct_Smoothed,Apr_ManualOverride,May_ManualOverride,Jun_ManualOverride,Jul_ManualOverride,Aug_ManualOverride,Sep_ManualOverride,Oct_ManualOverride,Mar_Actual,Mar_Forecast,Total_Contracted,Utilized_30d,Util_Rate,Util_Rate_Current,Util_Rate_Trailing,Util_Trend,Util_Trend_Delta,Util_Recent_Contracted,Util_Recent_Utilized,P90_NAT_Hours,Tutor_Hours_Util_Pct,Category,Tier,P90_Goal,Primary_Action,Stress_Flags,Problem_Type
Environmental Science,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,165.0,139.0,50.0,50.0,84.7,down,-34.7,2.0,1.0,53.323328,0.4951953150771168,Other,NICHE,72,On Track,['idle_pool'],On Track
Blender,1.0,1,1.0,0.0,0.0,100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,22.0,16.0,0.0,0.0,76.2,down,-76.2,1.0,0.0,96.286664,0.2746181112929623,Other,NICHE,72,Investigate — Wait Times,"['idle_pool', 'new_tutor_stuck']",On Track — High Wait
Polish,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,9.0,7.0,0.0,0.0,77.8,down,-77.8,0.0,0.0,76.53333,0.34461315835141,Language,NICHE,72,Investigate — Wait Times,"['idle_pool', 'new_tutor_stuck']",On Track — High Wait
PMP,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,32.0,20.0,0.0,0.0,62.5,down,-62.5,0.0,0.0,,0.36919372,Professional/Cert,NICHE,72,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
ARDMS - Sonography Principals and Instruments (SPI),1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,10.0,8.0,0.0,0.0,80.0,down,-80.0,0.0,0.0,16.796666,0.5315217347826087,Professional/Cert,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Data Analysis,4.0,1,5.0,-75.0,21.0,400,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,132.0,118.0,50.0,50.0,90.0,down,-40.0,2.0,1.0,100.63,0.4307023408761242,College,NICHE,72,Investigate — Wait Times,['idle_pool'],On Track — High Wait
Computer Game Design,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,49.0,41.0,0.0,0.0,83.7,down,-83.7,0.0,0.0,21.18333,0.4284188028846153,Technology,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Discrete Math,3.0,1,4.0,-67.0,14.0,300,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,205.0,174.0,0.0,0.0,85.3,down,-85.3,1.0,0.0,67.93333,0.4955886341891892,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Physical Science,3.0,1,4.0,-52.0,11.0,210,False,10.0,True,['Apr'],10.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,0.0,1.0,239.0,201.0,100.0,100.0,84.0,up,16.0,1.0,1.0,,0.4676077745714905,High School,LOW,60,On Track,['idle_pool'],On Track
Data Structures,3.0,1,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,145.0,120.0,0.0,0.0,83.3,down,-83.3,1.0,0.0,6.283333,0.3818402129951355,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Marketing,10.0,1,12.0,-90.0,63.0,1000,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,6.0,3.0,140.0,115.0,43.0,42.9,84.2,down,-41.4,7.0,3.0,31.664994,0.421919222445465,College,NICHE,72,On Track,['idle_pool'],On Track
Latin 2,2.0,1,2.0,-43.0,6.0,175,False,8.0,False,,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,1.0,47.0,34.0,67.0,66.7,72.7,down,-6.1,3.0,2.0,4.9,0.437826862923204,Language,NICHE,72,On Track,['idle_pool'],On Track
Pathophysiology,7.0,1,8.0,-86.0,42.0,700,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,109.0,85.0,29.0,28.6,81.4,down,-52.8,7.0,2.0,24.0,0.3605375100879461,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
FE - Mechanical Engineering,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,8.0,4.0,0.0,0.0,50.0,down,-50.0,0.0,0.0,33.08833,0.4880952369337979,Other,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Cell Biology,10.0,1,12.0,-90.0,63.0,1000,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,423.0,344.0,43.0,42.9,82.0,down,-39.1,7.0,3.0,8.503332,0.4073277064099182,College,NICHE,72,On Track,['idle_pool'],On Track
Grade 12 Physics,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,176.0,146.0,0.0,0.0,83.0,down,-83.0,0.0,0.0,41.25,0.4441645741316745,High School,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
GED Math,5.0,1,6.0,-89.0,31.0,875,False,4.0,False,,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,1.0,399.0,330.0,75.0,75.0,82.9,down,-7.9,12.0,9.0,10.68333,0.5310228999489163,Test Prep,NICHE,72,On Track,['idle_pool'],On Track
PRAXIS Core Math,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,53.0,45.0,0.0,0.0,86.5,down,-86.5,1.0,0.0,11.366662,0.4869956411600279,Professional/Cert,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Ukrainian,1.0,2,1.0,71.0,-5.0,58,True,12.0,False,,12.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,,,,,,,,,1.0,10.0,9.0,0.0,0.0,90.0,down,-90.0,0.0,0.0,20.02666,0.3045033636363636,Language,LOW,60,Investigate — Capacity Available,"['idle_pool', 'new_tutor_stuck']",Under-Used
Autodesk Revit,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,36.0,29.0,100.0,100.0,79.4,up,20.6,2.0,2.0,164.31666,0.2626641651031895,Technology,NICHE,72,Investigate — Wait Times,"['idle_pool', 'critical_wait']",On Track — High Wait
High School Computer Science,9.0,1,11.0,-89.0,56.0,900,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,261.0,212.0,38.0,37.5,82.6,down,-45.1,8.0,3.0,25.73333,0.4078979922597291,High School,NICHE,72,On Track,['idle_pool'],On Track
ISEE- Upper Level,5.0,1,6.0,-80.0,28.0,500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,132.0,108.0,74.0,73.7,83.2,down,-9.5,19.0,14.0,19.399994,0.561068390970755,Test Prep,NICHE,72,On Track,['idle_pool'],On Track
Social Work,5.0,1,6.0,-80.0,28.0,500,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,6.0,2.0,102.0,79.0,14.0,14.3,82.1,down,-67.8,7.0,1.0,,0.4969756564786913,College,NICHE,72,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
College Business,11.0,1,13.0,-91.0,70.0,1100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,216.0,174.0,56.0,55.6,81.6,down,-26.1,9.0,5.0,6.253329,0.4425941183999999,College,NICHE,72,On Track,['idle_pool'],On Track
Machine Learning,5.0,1,6.0,-80.0,28.0,500,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,89.0,77.0,50.0,50.0,88.2,down,-38.2,4.0,2.0,72.216662,0.3734271851311953,College,NICHE,72,Investigate — Wait Times,['idle_pool'],On Track — High Wait
AP Physics C: Electricity and Magnetism,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,110.0,96.0,0.0,0.0,87.3,down,-87.3,0.0,0.0,94.683327,0.4753675121585609,AP,NICHE,72,Investigate — Wait Times,"['idle_pool', 'new_tutor_stuck']",On Track — High Wait
Philosophy,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,110.0,81.0,60.0,60.0,74.3,down,-14.3,5.0,3.0,6.2,0.4561221956058021,College,NICHE,72,On Track,['idle_pool'],On Track
Singing,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,88.0,70.0,0.0,0.0,79.5,down,-79.5,0.0,0.0,24.0,0.385711923944687,Arts & Music,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
GRE Quantitative,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,135.0,120.0,0.0,0.0,88.9,down,-88.9,0.0,0.0,1.424997,0.5134505989812049,Test Prep,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
HESI,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,25.0,21.0,0.0,0.0,84.0,down,-84.0,0.0,0.0,65.569996,0.4734259662576687,Other,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
CPA REG,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,33.0,30.0,0.0,0.0,90.9,down,-90.9,0.0,0.0,29.663332,0.4150165150442478,Professional/Cert,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Video Game Design,2.0,2,2.0,-21.0,3.0,127,False,11.0,False,,11.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,1.0,41.0,33.0,0.0,0.0,80.5,down,-80.5,0.0,0.0,47.596662,0.4496719731437599,Technology,LOW,60,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
High School Economics,6.0,2,7.0,-67.0,28.0,300,False,14.0,False,,14.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,,,,,,,,,1.0,275.0,220.0,57.0,57.1,80.6,down,-23.5,7.0,4.0,82.069998,0.4780571302083333,High School,LOW,60,Investigate — Wait Times,['idle_pool'],On Track — High Wait
SQL,6.0,1,7.0,-83.0,35.0,600,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,176.0,143.0,56.0,55.6,82.6,down,-27.1,9.0,5.0,40.03,0.3747708001600854,College,NICHE,72,On Track,['idle_pool'],On Track
MAP,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,24.0,18.0,0.0,0.0,75.0,down,-75.0,0.0,0.0,1.43333,0.522353693856999,Test Prep,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Graphic Design,11.0,1,13.0,-91.0,70.0,1100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,4.0,3.0,124.0,88.0,38.0,37.5,73.3,down,-35.8,8.0,3.0,68.76666,0.426831179100384,Arts & Music,NICHE,72,On Track,['idle_pool'],On Track
TOEFL,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,66.0,53.0,0.0,0.0,80.3,down,-80.3,0.0,0.0,3.35,0.4716369947494033,Other,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Contract Law,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,51.0,38.0,50.0,50.0,75.5,down,-25.5,2.0,1.0,3.503328,0.4291384174690509,College,NICHE,72,On Track,['idle_pool'],On Track
Animation,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,37.0,27.0,0.0,0.0,73.0,down,-73.0,0.0,0.0,31.664994,0.3773278769751693,Arts & Music,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Autodesk Fusion 360,1.0,1,1.0,43.0,-3.0,70,True,10.0,True,['Apr'],10.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,1.0,1.0,23.0,19.0,0.0,0.0,86.4,down,-86.4,1.0,0.0,288.506662,0.2596560846560846,Technology,LOW,60,Investigate — Capacity Available,"['idle_pool', 'new_tutor_stuck', 'critical_wait']",Under-Used
Finite Mathematics,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,142.0,120.0,100.0,100.0,84.4,up,15.6,1.0,1.0,39.149998,0.5423265926901547,College,NICHE,72,On Track,['idle_pool'],On Track
IB French,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,38.0,29.0,100.0,100.0,75.7,up,24.3,1.0,1.0,3.28,0.4397473434343434,IB,NICHE,72,On Track,['idle_pool'],On Track
Data Science,7.0,1,8.0,-86.0,42.0,700,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,120.0,97.0,50.0,50.0,83.0,down,-33.0,8.0,4.0,24.699996,0.3994162453966006,College,NICHE,72,On Track,['idle_pool'],On Track
Project Management/PMP,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,65.0,46.0,0.0,0.0,70.8,down,-70.8,0.0,0.0,24.81,0.3617294265785609,Professional/Cert,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Microsoft Word,11.0,1,13.0,-87.0,67.0,770,False,10.0,False,,10.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,1.0,307.0,237.0,50.0,50.0,77.6,down,-27.6,4.0,2.0,42.076662,0.3685075290049942,Technology,LOW,60,On Track,['idle_pool'],On Track
Sociology,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,183.0,150.0,100.0,100.0,81.9,up,18.1,1.0,1.0,49.91666,0.4950097217611803,College,NICHE,72,On Track,['idle_pool'],On Track
Neuroscience,6.0,1,7.0,-83.0,35.0,600,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,146.0,109.0,25.0,25.0,76.1,down,-51.1,4.0,1.0,115.01666,0.4108872378912685,College,NICHE,72,Investigate — Wait Times,"['idle_pool', 'new_tutor_stuck', 'high_wait']",On Track — High Wait
Algorithms,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,99.0,82.0,0.0,0.0,83.7,down,-83.7,1.0,0.0,24.0,0.4373605552288954,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Civil Engineering,2.0,1,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,50.0,40.0,100.0,100.0,79.6,up,20.4,1.0,1.0,72.376663,0.4833846673114119,College,NICHE,72,Investigate — Wait Times,['idle_pool'],On Track — High Wait
Voice,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,79.0,62.0,0.0,0.0,78.5,down,-78.5,0.0,0.0,32.485,0.3907100389665396,Arts & Music,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
R Programming,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,60.0,49.0,0.0,0.0,83.1,down,-83.1,1.0,0.0,,0.41564748998999,College,NICHE,72,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Public Health,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,91.0,68.0,0.0,0.0,74.7,down,-74.7,0.0,0.0,36.13666,0.4298924296527159,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Algebra Regents,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,127.0,101.0,0.0,0.0,79.5,down,-79.5,0.0,0.0,24.0,0.5340212594323873,Test Prep,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Biostatistics,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,109.0,90.0,0.0,0.0,83.3,down,-83.3,1.0,0.0,2.18333,0.514640264113893,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Web Development,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,95.0,81.0,100.0,100.0,85.1,up,14.9,1.0,1.0,52.88,0.3838766455649613,College,NICHE,72,On Track,['idle_pool'],On Track
Logic,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,81.0,61.0,0.0,0.0,75.3,down,-75.3,0.0,0.0,28.919994,0.5383233718832892,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Physics 11,1.0,2,1.0,86.0,-6.0,54,True,13.0,False,,13.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,,,,,,,,,1.0,106.0,90.0,0.0,0.0,84.9,down,-84.9,0.0,0.0,53.039996,0.4647987903605015,Other,LOW,60,Investigate — Capacity Available,"['idle_pool', 'new_tutor_stuck']",Under-Used
Web Design,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,108.0,89.0,100.0,100.0,82.2,up,17.8,1.0,1.0,,0.3900662934426229,College,NICHE,72,On Track,['idle_pool'],On Track
Molecular Biology,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,220.0,184.0,0.0,0.0,83.6,down,-83.6,0.0,0.0,,0.4001795327521793,College,NICHE,72,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Personal Finance,3.0,1,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,144.0,117.0,0.0,0.0,81.2,down,-81.2,0.0,0.0,99.58333,0.4942594396863691,College,NICHE,72,Investigate — Wait Times,"['idle_pool', 'new_tutor_stuck']",On Track — High Wait
Chemical Engineering,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,43.0,38.0,0.0,0.0,88.4,down,-88.4,0.0,0.0,18.33333,0.5508134697897259,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Photoshop,7.0,1,8.0,-86.0,42.0,700,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,102.0,75.0,50.0,50.0,74.5,down,-24.5,4.0,2.0,10.38333,0.3960033053691275,Arts & Music,NICHE,72,On Track,['idle_pool'],On Track
Fluid Mechanics,1.0,1,1.0,0.0,0.0,100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,71.0,60.0,0.0,0.0,87.0,down,-87.0,2.0,0.0,24.35833,0.4093691867572156,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Minecraft,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,72.0,66.0,100.0,100.0,91.5,up,8.5,1.0,1.0,6.0,0.3540905696808511,Technology,NICHE,72,On Track,['idle_pool'],On Track
Econometrics,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,42.0,34.0,0.0,0.0,82.9,down,-82.9,1.0,0.0,1.96666,0.5120542220828105,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
PSAT Mathematics,3.0,1,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,526.0,458.0,100.0,100.0,87.0,up,13.0,1.0,1.0,34.29833,0.4877493997447274,Test Prep,NICHE,72,On Track,['idle_pool'],On Track
ANCC - Family Nurse Practitioner Certification (FNP),1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,7.0,6.0,0.0,0.0,85.7,down,-85.7,0.0,0.0,0.08333,0.367749996,Professional/Cert,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
